	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	A1	A1g	A1l	A1ds	A1z	A1cr	A1o	A1dr	A1dp	A1p	A1dq	A1dm	A1dn	A1bh	70739_A	A1do	70740_A	70738_A	A1dl	A1du	A1dx	4527_A	10098_A	10096_A	8504_A	30814_A	9390_A	70742_A	70741_A	70736_A	10672_A	10539_A	54515_A	54877_A	54878_A	54511_A	7561_A	8177_A	60672_A	1090_A	54512_A	1438_A	1068_A	54897_A	54921_A	10929_A	C15h	C15ao	C15t	C15as	C15at	10939_C	D4	D1	D4c
45880	S1_P_ST_33B	3.053409423470881	1.015803336259877	0.018290898448931812	1.0153643546971027	0.018144571261340357	0.0	0.0	0.0004389815627743635	0.0001463271875914545	1.0	0.0014632718759145448	0.026924202516827627	0	0	0	0	0	0	0	0	0.6236464735147791	0	0	0.1331577407082236	0.10433128475270706	0	0	0.08574773192859234	0	0	0	0	0	0.026192566578870355	0.01112086625695054	0	0.006584723441615452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004975124378109453	0	0	0	0	0	0	0.0042434884401521804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45803	S4_P_ST_39B	1.653405315614618	1.0301910299003323	0.02005813953488372	1.0299418604651163	0.019975083056478406	0.0	0.0	0.0002491694352159468	8.305647840531562e-05	1.0	0.00037375415282392025	0.02217607973421927	0	0	0	0	0	0	0	0	0.6203488372093023	0.005024916943521595	0	0.13488372093023257	0.11470099667774086	0	0	0.084343853820598	0	0	0	0	0	0.01852159468438538	0.010755813953488373	0	0	0.011420265780730897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45885	S2_P_ST_30B	2.6673645642501964	1.016618686207799	0.020413504318241297	1.016618686207799	0.020413504318241297	0.0	0.0	0.0	0.0	1.0	0.0011777021722062287	0.023684899241036377	0	0	0	0	0	0	0	0	0.5995812614498822	0.004318241298089506	0	0.15297042658989793	0.11763936142371106	0	0	0.08479455639884848	0	0	0	0	0	0.017011253598534413	0.015440984035592777	0	0.0082439152054436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45898	S4_P_ST_33B	2.7484528230029515	1.016090640769304	0.01828049128820337	1.016090640769304	0.01828049128820337	0.0	0.0	0.0	0.0	1.0	0.000856898029134533	0.023326668570884508	0	0	0	0	0	0	0	0	0.5969722936303913	0.00485575549842902	0	0.15214700561744263	0.12110825478434734	0	0	0.08464248310006665	0	0	0	0	0	0.016947538798438543	0.014852899171665239	0	0.008473769399219271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45910	S6_P_ST_33B	2.4178894236412725	1.0160816997300153	0.019133701138631293	1.0160816997300153	0.019133701138631293	0.0	0.0	0.0	0.0	1.0	0.0010564620260593966	0.029111398051414484	0	0	0	0	0	0	0	0	0.6030050475407912	0	0	0.14403098955276442	0.11844113158821458	0	0	0.08498650076300035	0	0	0	0	0	0.020424932503815003	0.015964315060453104	0	0.008803850217161638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004343232773799742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45899	S4_P_ST_36B	2.4676576576576577	1.0145045045045045	0.01864864864864865	1.0145045045045045	0.01864864864864865	0.0	0.0	0.0	0.0	1.0	0.0008108108108108108	0.023963963963963962	0	0	0	0	0	0	0	0	0.5848648648648649	0.005225225225225226	0	0.15666666666666668	0.12513513513513513	0	0	0.08738738738738738	0	0	0	0	0	0.016756756756756756	0.015495495495495495	0	0.008468468468468469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45911	S6_P_ST_36B	2.7383872651356995	1.0079592901878915	0.019180584551148225	1.0079592901878915	0.019180584551148225	0.0	0.0	0.0	0.0	1.0	0.001174321503131524	0.029879958246346556	0	0	0	0	0	0	0	0	0.6039926931106472	0	0	0.1448329853862213	0.1174321503131524	0	0	0.0861169102296451	0	0	0	0	0	0.017745302713987474	0.016179540709812108	0	0.00861169102296451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050887265135699375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45891	S3_P_ST_30B	2.3815046313728443	1.020106935763235	0.018676105128398224	1.019881015136682	0.01860079825288049	0.0	0.0	0.00022592062655320432	7.530687551773477e-05	1.0	0.0006777618796596129	0.026282099555689435	0	0	0	0	0	0	0	0	0.5944724753369983	0.004292491904510882	0	0.15106559228857594	0.12034038707734016	0	0	0.08562391746366443	0	0	0	0	0	0.017923036373220874	0.016793433240454854	0	0.009488666315234581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45893	S3_P_ST_36B	2.804042858720866	1.0128134320114879	0.016790014359880704	1.0128134320114879	0.016790014359880704	0.0	0.0	0.0	0.0	1.0	0.0009941455870981996	0.026952391472440076	0	0	0	0	0	0	0	0	0.58466806583453	0.004639346073124931	0	0.15320888103391142	0.1286866232188225	0	0	0.08461283552413565	0	0	0	0	0	0.017231856843035458	0.015906329393571193	0	0.011046062078868883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45881	S1_P_ST_36B	2.3071606525757455	1.0173591577593828	0.018645021297114844	1.0173591577593828	0.018645021297114844	0.0	0.0	0.0	0.0	1.0	0.0008036647110825363	0.02812826488788877	0	0	0	0	0	0	0	0	0.623241983444507	0.004500522382062204	0	0.1414449891505264	0.10455677891183798	0	0	0.07691071285059874	0	0	0	0	0	0.02121674837257896	0.012215703608454552	0	0.01149240536848027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00442015591095395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45879	S1_P_ST_30B	2.299175068744271	1.0164069660861594	0.018790100824931256	1.0161319890009166	0.018698441796516956	0.0	0.0	0.00027497708524289643	9.165902841429881e-05	1.0	0.0010082493125572868	0.0303391384051329	0	0	0	0	0	0	0	0	0.6131072410632448	0.005774518790100825	0	0.14427131072410632	0.1004582951420715	0	0	0.07974335472043996	0	0	0	0	0	0.026306141154903758	0.01310724106324473	0	0.008157653528872594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004766269477543538	0	0	0	0	0	0	0.004307974335472044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45823	S6_P_ST_39B	1.6534563686793258	1.022989118839343	0.018188606784723702	1.022989118839343	0.018188606784723702	0.0	0.0	0.0	0.0	1.0	0.0005333902282910177	0.03568380627266909	0	0	0	0	0	0	0	0	0.6223063793471304	0.004053765735011735	0	0.13009387668017922	0.11339876253467036	0	0	0.0751013441433753	0	0	0	0	0	0.019362065286963943	0.012054619159377	0	0.008000853424365266	0.01562833368892682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45897	S4_P_ST_30B	2.872367956710975	1.0154099517703798	0.017409716503940714	1.0154099517703798	0.017409716503940714	0.0	0.0	0.0	0.0	1.0	0.0011763321962122103	0.03387836725091166	0	0	0	0	0	0	0	0	0.5945182919656511	0.006469827079167156	0	0.13716033407834372	0.11433948947182684	0	0	0.09645924008940125	0	0	0	0	0	0.017174450064698272	0.016821550405834607	0	0.012586754499470651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004470062345606399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45782	S2_P_LT_35A	1.6528685845047402	1.0259071592023536	0.020063746322327557	1.0259071592023536	0.020063746322327557	0.0	0.0	0.0	0.0	1.0	0.00040863027133050016	0.036490683229813664	0	0	0	0	0	0	0	0	0.5928816606734227	0.0044132069303694016	0	0.14412389669826742	0.12283425956194835	0	0	0.08344230140568813	0	0	0	0	0	0.015813991500490357	0.011850277868584504	0	0.007682249101013403	0.016958156260215757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45773	S1_P_ST_39B	1.6316042961036459	1.0239368106728315	0.0173866974907287	1.0239368106728315	0.0173866974907287	0.0	0.0	0.0	0.0	1.0	0.0005297885661994894	0.035495833935365796	0	0	0	0	0	0	0	0	0.6395511245966382	0.005538698646631026	0	0.12339257332755382	0.09738477098685161	0	0	0.07330347252323845	0	0	0	0	0	0.02533352598372104	0.010403120936280884	0	0.0071762269421567215	0.013774502721186726	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004141983335741463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45779	S2_P_field	1.5569687334393216	1.0265559677324383	0.017576399929341107	1.0265559677324383	0.017576399929341107	0.0	0.0	0.0	0.0	1.0	0.00026497085320614734	0.04239533651298357	0	0	0	0	0	0	0	0	0.5779897544603427	0	0	0.15780486368721663	0.12235765176941647	0	0	0.08408408408408409	0	0	0	0	0	0.015368309485956544	0.01448507330860272	0	0.009185656244479774	0.018724606959901077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45793	S3_P_ST_39B	1.6625457297842816	1.0245153694125562	0.01921702199234683	1.0245153694125562	0.01921702199234683	0.0	0.0	0.0	0.0	1.0	0.0004205037635086834	0.03792943946848324	0	0	0	0	0	0	0	0	0.5957697321391027	0.005466548925612884	0	0.13510785921533996	0.12211429292292166	0	0	0.08687607754089399	0	0	0	0	0	0.0167360497876456	0.01269921365796224	0	0.008410075270173668	0.016820150540347335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45780	S2_P_LT_31A	1.594897202824484	1.0271524987321032	0.01853080014044396	1.0271524987321032	0.01853080014044396	0.0	0.0	0.0	0.0	1.0	0.00035110989739788555	0.04482503023446339	0	0	0	0	0	0	0	0	0.5823742831506261	0	0	0.15132836577848865	0.12304451293254788	0	0	0.08450044864042446	0	0	0	0	0	0.01392735926344946	0.014005383685093435	0	0.01162563882495221	0.019194007724417744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45772	S1_P_LT_35A	1.622738225629792	1.023395399780942	0.018488499452354874	1.023395399780942	0.018488499452354874	0.0	0.0	0.0	0.0	1.0	0.00048192771084337347	0.0407447973713034	0	0	0	0	0	0	0	0	0.6015334063526835	0.004731653888280394	0	0.14247535596933186	0.1047973713033954	0	0	0.08455640744797371	0	0	0	0	0	0.021161007667031762	0.01226725082146769	0	0.00832420591456736	0.014764512595837897	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005388828039430449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45799	S4_P_field	1.635167566640953	1.0232707636924658	0.017528070626553528	1.0232707636924658	0.017528070626553528	0.0	0.0	0.0	0.0	1.0	0.0003857032656209823	0.04615582411931088	0	0	0	0	0	0	0	0	0.5857118368046628	0	0	0.14656724093597326	0.11489671723665038	0	0	0.08944030170566555	0	0	0	0	0	0.01722807919773721	0.0159852575640696	0	0.010842547355789834	0.019328019199451443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45820	S6_P_LT_31A	1.7095938861870776	1.0236847091517716	0.020021474136297606	1.0236847091517716	0.020021474136297606	0.0	0.0	0.0	0.0	1.0	0.0005684330196425188	0.04819048822080465	0	0	0	0	0	0	0	0	0.5746857828585865	0	0	0.1519610939177667	0.11772879429040611	0	0	0.09082296469399356	0	0	0	0	0	0.016610876018442494	0.01509505463272911	0	0.012063411861302343	0.021032021726773195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45802	S4_P_LT_35A	1.7088651949742204	1.0282324673374381	0.018921760024027633	1.0279321219402313	0.0188717024578265	0.0	0.0	0.0003003453972067878	5.00575662011313e-05	1.0	0.000500575662011313	0.04044651349051409	0	0	0	0	0	0	0	0	0.5890774390549132	0.007959153025979876	0	0.1318015718075787	0.11853631676427892	0	0	0.09245632477348951	0	0	0	0	0	0.019722681083245732	0.014066176102517895	0	0.010161685938829655	0.01621865144916654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45792	S3_P_LT_35A	1.7040834057341443	1.023110338835795	0.0193454966695627	1.023110338835795	0.0193454966695627	0.0	0.0	0.0	0.0	1.0	0.0005792064871126556	0.04361424847958297	0	0	0	0	0	0	0	0	0.5760787720822473	0.005792064871126557	0	0.1429481610194034	0.12441355343179844	0	0	0.08954532290761656	0	0	0	0	0	0.017607877208224734	0.015754416449464233	0	0.010367796119316536	0.0174920359108022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45781	S2_P_LT_33A	1.7863103953147876	1.0239385065885798	0.021742313323572474	1.0239385065885798	0.021742313323572474	0.0	0.0	0.0	0.0	1.0	0.0007320644216691069	0.045168374816983894	0	0	0	0	0	0	0	0	0.5768667642752562	0.0043191800878477305	0	0.1458272327964861	0.12759882869692532	0	0	0.0841874084919473	0	0	0	0	0	0.016032210834553442	0.014714494875549048	0	0.010102489019033675	0.02035139092240117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45819	S6_P_field	1.6986265533028122	1.0224329627207325	0.01831262262916939	1.0224329627207325	0.01831262262916939	0.0	0.0	0.0	0.0	1.0	0.0006540222367560497	0.046370176586003925	0	0	0	0	0	0	0	0	0.5803793328973185	0.004185742315238718	0	0.14388489208633093	0.11589274035317201	0	0	0.09254414650098103	0	0	0	0	0	0.016742969260954872	0.017331589274035317	0	0.010398953564421191	0.018639633747547416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45892	S3_P_ST_33B	22.819599109131403	1.0066815144766148	0.017817371937639197	1.0066815144766148	0.017817371937639197	0.0	0.0	0.0	0.0	1.0	0.015590200445434299	0.051224944320712694	0	0	0	0	0	0	0	0	0.5389755011135857	0	0	0.10467706013363029	0.16926503340757237	0	0	0.12249443207126949	0	0	0	0	0	0.013363028953229399	0.042316258351893093	0	0.008908685968819599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45769	S1_P_field	1.6258072739632903	1.0205642420122365	0.01686777702243372	1.0205642420122365	0.01686777702243372	0.0	0.0	0.0	0.0	1.0	0.0004673691366417403	0.04686437797416723	0	0	0	0	0	0	0	0	0.5877804214819851	0.004461250849762066	0	0.14807104010876954	0.10838715159755269	0	0	0.08242692046227057	0	0	0	0	0	0.02200883752549286	0.014445955132562882	0	0.010324609109449354	0.017377634262406527	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00471617946974847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45770	S1_P_LT_31A	1.8132487281877359	1.0253268420764727	0.018762649745637548	1.0253268420764727	0.018762649745637548	0.0	0.0	0.0	0.0	1.0	0.0006017176303265686	0.04660576554893059	0	0	0	0	0	0	0	0	0.5937858979268092	0.004813741042612549	0	0.13910617581095125	0.10891089108910891	0	0	0.08571741152015754	0	0	0	0	0	0.0210601170614299	0.015316448771949018	0	0.009518078879711175	0.017395109676713528	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004376128220556863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45821	S6_P_LT_33A	1.738092337678158	1.0212571567791449	0.01967352905347789	1.0212571567791449	0.01967352905347789	0.0	0.0	0.0	0.0	1.0	0.0006090875867949811	0.047752466804726515	0	0	0	0	0	0	0	0	0.5652332805457425	0.0043854306249238644	0	0.15288098428554026	0.12650749177731757	0	0	0.08655134608356682	0	0	0	0	0	0.01668899987818248	0.015349007187233523	0	0.01193811670118163	0.020465342916311365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45800	S4_P_LT_31A	1.6270169871918896	1.0266996865688969	0.018418914212746197	1.0266996865688969	0.018418914212746197	0.0	0.0	0.0	0.0	1.0	0.0003869519792593739	0.047092055875865804	0	0	0	0	0	0	0	0	0.5775258290446156	0.006732964439113106	0	0.13543319274078086	0.11771079209070154	0	0	0.09685408040862128	0	0	0	0	0	0.018651085400301824	0.017025887087412452	0	0.011685949773633093	0.01838021901482026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45801	S4_P_LT_33A	1.7291893856779352	1.0270204774021567	0.019750393796195323	1.0270204774021567	0.019750393796195323	0.0	0.0	0.0	0.0	1.0	0.0006058403004967891	0.04840664000969344	0	0	0	0	0	0	0	0	0.5882103477523325	0.006785411365564037	0	0.13273960983884647	0.11201987156185629	0	0	0.09463225493759844	0	0	0	0	0	0.01720586453410881	0.016842360353810735	0	0.01278323034048225	0.01878104931540046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45789	S3_P_field	1.7194443051306485	1.0251266362405336	0.01790460905762576	1.0251266362405336	0.01790460905762576	0.0	0.0	0.0	0.0	1.0	0.0005015296654797131	0.051206178845478706	0	0	0	0	0	0	0	0	0.5720447364461608	0.0054666733537288735	0	0.14514268518982898	0.12302522694217363	0	0	0.08631325542905863	0	0	0	0	0	0.01680124379357039	0.018205526856913585	0	0.011334570439841516	0.02166608154872361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45771	S1_P_LT_33A	1.8516746411483254	1.0203735144312394	0.019756135206050317	1.0203735144312394	0.019756135206050317	0.0	0.0	0.0	0.0	1.0	0.0009260688377836086	0.05703040592684057	0	0	0	0	0	0	0	0	0.5959252971137521	0	0	0.13173329217471832	0.108813088439574	0	0	0.08504398826979472	0	0	0	0	0	0.021453928075320264	0.014894273807686372	0	0.0106497916345115	0.018212687143077635	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048618613983639454	0	0	0	0	0	0	0.004244482173174873	0.004167309770026238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45785	S3_E_LT_31A	1.5916114790286975	1.0287736926238866	0.01918246174925782	1.0287736926238866	0.01918246174925782	0.0	0.0	0.0	0.0	1.0	0.00038060439978686154	0.05598690720864734	0	0	0	0	0	0	0	0	0.5640176600441501	0.004262769277612849	0	0.14303113343990256	0.12548527060972825	0	0	0.09298165486793028	0	0	0	0	0	0.014234604552028622	0.018383192509705413	0	0.014310725431985994	0.023292989266955926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45791	S3_P_LT_33A	1.6745251794897906	1.0256123020520393	0.020011202199704668	1.0256123020520393	0.020011202199704668	0.0	0.0	0.0	0.0	1.0	0.0005091908956667855	0.05504353582157951	0	0	0	0	0	0	0	0	0.5568511635011966	0.005906614389734712	0	0.1461887061459341	0.1284179438871633	0	0	0.09379296298182188	0	0	0	0	0	0.013799073272569887	0.01853454860227099	0	0.012678853302102958	0.02383013391720556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45833	S7_P_ST_39B	1.4601736888527037	1.009396838320103	0.011194789334418889	1.009396838320103	0.011194789334418889	0.0	0.0	0.0	0.0	1.0	0.00023746522830585522	0.024357147703372006	0	0	0	0	0	0	0	0	0.8796051292489314	0	0	0	0.006004477915733768	0	0	0	0	0	0	0.09003324513196281	0	0	0	0	0	0	0	0	0	0	0	0	0.015570934256055362	0	0	0.008786213447316643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45784	S3_E_field	5.254420992584142	1.002281802624073	0.014831717056474614	1.002281802624073	0.014831717056474614	0.0	0.0	0.0	0.0	1.0	0.002852253280091272	0.031374786081004	0	0	0	0	0	0	0	0	0.8864803194523674	0	0	0	0	0	0	0	0	0	0	0.08214489446662863	0	0	0	0	0	0	0	0	0	0.02167712492869367	0	0	0	0	0	0	0.009697661152310326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45786	S3_E_LT_33A	1.5019185302895237	1.0287198170613543	0.013681640246502074	1.028409751560017	0.013642882058834929	0.0003100655013371575	3.8758187667144686e-05	0.0	0.0	1.0	0.0001937909383357234	0.022867330723615364	0	0	0	0	0	0	0	0	0.8629898065966436	0	0	0	0.00992209604278904	0	0	0	0	0	0	0.10422076663695205	0	0	0	0	0	0	0	0	0	0.022867330723615364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45917	S7_P_ST_36B	2.9520408163265306	1.007421150278293	0.01595547309833024	1.007421150278293	0.01595547309833024	0.0	0.0	0.0	0.0	1.0	0.0005565862708719852	0.025974025974025976	0	0	0	0	0	0	0	0	0.8773654916512059	0	0	0	0.006957328385899814	0	0	0	0	0	0	0.08970315398886827	0	0	0	0	0	0	0	0	0	0	0	0	0.018367346938775512	0	0	0.007606679035250464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45916	S7_P_ST_33B	2.1083380146055695	1.0114758045100714	0.01613032661905144	1.0114758045100714	0.01613032661905144	0.0	0.0	0.0	0.0	1.0	0.0004815022871358639	0.029130888371719767	0	0	0	0	0	0	0	0	0.875210657250622	0	0	0	0.00489527325254795	0	0	0	0	0	0	0.09076318112511035	0	0	0	0	0	0	0	0	0	0	0	0	0.01845758767354145	0	0	0.010673300698178316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45788	S3_E_ST_39B	1.4918615314076111	1.012532477456824	0.012456059911355647	1.011653675683937	0.012417851138621427	0.0008788017728870548	3.8208772734219776e-05	0.0	0.0	1.0	0.0002674614091395384	0.02563808650466147	0	0	0	0	0	0	0	0	0.8811325080238422	0	0	0	0.00867339141066789	0	0	0	0	0	0	0.08455601406082837	0	0	0	0	0	0	0	0	0	0.019295430230780987	0	0	0	0	0	0	0.006342656273880483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45832	S7_P_LT_35A	1.5036632476355403	1.0139425425158741	0.014430975533946094	1.0139425425158741	0.014430975533946094	0.0	0.0	0.0	0.0	1.0	0.0002664180098574664	0.029128369077749655	0	0	0	0	0	0	0	0	0.8581324097508991	0	0	0	0.006172017228364637	0	0	0	0	0	0	0.10656720394298655	0	0	0	0	0	0	0	0	0	0	0	0	0.020203365747524533	0	0	0.008925003330225124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45915	S7_P_ST_30B	2.3539173726963054	1.011180015721897	0.015896584854572453	1.011180015721897	0.015896584854572453	0.0	0.0	0.0	0.0	1.0	0.000524063236963927	0.029871604506943837	0	0	0	0	0	0	0	0	0.8666259061926805	0	0	0	0.0061140710979124815	0	0	0	0	0	0	0.09738841820246309	0	0	0	0	0	0	0	0	0	0	0	0	0.02087518560572976	0	0	0.00899641890121408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45790	S3_P_LT_31A	1.4167120453060336	1.017044216946199	0.011707688956654324	1.0164724460901764	0.011571553038553692	0.00010890873448050534	2.7227183620126335e-05	0.0004628621215421477	0.00010890873448050534	1.0	0.000163363101720758	0.027308865170986713	0	0	0	0	0	0	0	0	0.8583641908081028	0	0	0	0.009257242430842954	0	0	0	0	0	0	0.10506970159006752	0	0	0	0	0	0	0	0	0	0.021945109997821826	0	0	0	0	0	0	0.005363755173164888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45831	S7_P_LT_33A	1.465586257821305	1.0166336325832652	0.013679996890909797	1.0166336325832652	0.013679996890909797	0.0	0.0	0.0	0.0	1.0	0.00023318176518596245	0.030041584081458163	0	0	0	0	0	0	0	0	0.8471882165481326	0	0	0	0.00664568030779993	0	0	0	0	0	0	0.1161245190626093	0	0	0	0	0	0	0	0	0	0	0	0	0.021258404259453578	0	0	0.008783179822004586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45829	S7_P_field	1.4942212438084754	1.0145386167675656	0.013346175013758944	1.0145386167675656	0.013346175013758944	0.0	0.0	0.0	0.0	1.0	0.000275178866263071	0.029123096679508347	0	0	0	0	0	0	0	0	0.8544303797468354	0	0	0	0.007659145110988809	0	0	0	0	0	0	0.1087873784626674	0	0	0	0	0	0	0	0	0	0	0	0	0.02082186754723904	0	0	0.008301229132269309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45787	S3_E_LT_35A	1.4760405205448268	1.0207155594339266	0.014113897636301552	1.019539401297568	0.01403801646621391	0.0010623363812269984	3.794058504382138e-05	0.00011382175513146413	3.794058504382138e-05	1.0	0.0003414652653943924	0.025116667299009753	0	0	0	0	0	0	0	0	0.8636415373525059	0	0	0	0.00906779982547331	0	0	0	0	0	0	0.0986834616989794	0	0	0	0	0	0	0	0	0	0.020298212998444438	0	0	0	0	0	0	0.004818454300565315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027696627081989604	0	0.00045528702052585653	0.0002655840953067496	0	0	0	0	0
45888	S3_E_ST_30B	1.9118196537551375	1.0146967243741438	0.015070369909079586	1.0145099016066759	0.015008095653256944	0.00018682276746792876	6.227425582264292e-05	0.0	0.0	1.0	0.0003736455349358575	0.03026528832980446	0	0	0	0	0	0	0	0	0.871652758749533	0	0	0	0.009403412629219081	0	0	0	0	0	0	0.08867854029144352	0	0	0	0	0	0	0	0	0	0.02154689251463445	0	0	0	0	0	0	0.008718395815170008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
